src_fm_fc_ms_ff,target
"org . junit . Assert . assertEquals ( 17 , builder . getExitCode ( ) )
",org . junit . <mask> . assertEquals ( 17 <mask> builder . getExitCode ( <mask> )
"org . junit . Assert . assertFalse ( strategy . ordersPlaced )
",org . junit <mask> Assert . assertFalse ( strategy . <mask> )
"org . junit . Assert . assertSame ( caps , seen )
","org <mask> junit . Assert . <mask> ( caps , seen )"
"org . junit . Assert . assertEquals ( com . google . common . collect . ImmutableSet . of ( ""group"" , ""user"" , ""default"" , ""system"" ) , dao . getRegisteredTypes ( ) )
","org . junit . Assert . assertEquals ( com . google <mask> common . collect . ImmutableSet . <mask> ( ""group"" , ""user"" , <mask> , <mask> <mask> <mask> dao . <mask> ( ) )"
"org . junit . Assert . assertEquals ( expectedResult , result )
","org . junit . Assert . assertEquals ( <mask> , <mask> )"
"org . junit . Assert . assertEquals ( ""192.168.0.0/16"" , configuration . getNetworkMask ( ) )
","<mask> . junit <mask> <mask> . assertEquals ( ""192.168.0.0/16"" , configuration . getNetworkMask ( ) )"
"org . junit . Assert . assertThat ( status , org . hamcrest . Matchers . is ( net . jadler . FacadeIntegrationTest . EXPECTED_STATUS ) )
","org . junit <mask> Assert . assertThat ( status , org . hamcrest . Matchers <mask> is <mask> net <mask> jadler . FacadeIntegrationTest . EXPECTED_STATUS ) )"
"org . junit . Assert . assertEquals ( millisIntValue , dateJDBCConverter . convertToAvro ( rs ) )
","org . junit <mask> Assert . assertEquals ( millisIntValue , dateJDBCConverter . convertToAvro ( rs <mask> )"
"org . junit . Assert . assertEquals ( expectedRecommendation , loadedRecommendation )
","org <mask> junit . Assert . assertEquals ( expectedRecommendation , <mask> )"
"org . junit . Assert . assertEquals ( java . util . Arrays . asList ( 0 , 1000 ) , accepted )
","org . junit <mask> Assert . assertEquals ( java . util . Arrays . asList ( 0 , 1000 ) , <mask> <mask>"
"org . junit . Assert . assertEquals ( 2 , count . get ( ) )
","org . junit <mask> Assert . assertEquals ( <mask> , count . get ( ) <mask>"
"org . junit . Assert . assertEquals ( e , org . apache . hadoop . hive . serde2 . avro . TestAvroSerializer . enum1 . valueOf ( r . get ( ""enum1"" ) . toString ( ) ) )
","org . junit . Assert . assertEquals ( e , org . apache . hadoop . <mask> . <mask> . avro <mask> TestAvroSerializer . enum1 . <mask> <mask> r . get ( ""enum1"" ) . toString ( ) <mask> )"
"org . junit . Assert . assertEquals ( identifier , type . getIdentifier ( ) )
","org <mask> junit . <mask> . <mask> ( identifier , type . getIdentifier ( ) )"
"org . junit . Assert . assertTrue ( viewAction . project . visibleFileTry ( com . liferay . ide . ui . module . tests . NewModuleProjectWizardLiferayWorkspaceGradleTests . liferayWorkspace . getModuleFiles ( project . getName ( ) ) ) )
",org . <mask> . Assert . assertTrue ( viewAction . <mask> . visibleFileTry ( com . liferay . ide <mask> <mask> . <mask> . tests . NewModuleProjectWizardLiferayWorkspaceGradleTests . liferayWorkspace <mask> getModuleFiles ( project . getName ( <mask> ) ) <mask>
"org . junit . Assert . assertTrue ( result )
",org . <mask> <mask> Assert . assertTrue ( result )
"org . junit . Assert . assertEquals ( userGroups . toString ( ) , 1 , userGroups . size ( ) )
","org . junit . Assert <mask> assertEquals ( userGroups . toString <mask> ) , <mask> <mask> userGroups . size ( ) )"
"org . junit . Assert . assertThat ( actual , org . hamcrest . CoreMatchers . is ( org . hamcrest . CoreMatchers . equalTo ( expected ) ) )
","org . junit . Assert . assertThat ( actual , org . hamcrest . <mask> . <mask> <mask> <mask> . hamcrest <mask> CoreMatchers . equalTo ( expected ) ) )"
"org . junit . Assert . assertTrue ( actual )
",org <mask> junit . <mask> . assertTrue ( actual )
"org . junit . Assert . assertEquals ( templateEngine , blade . templateEngine ( ) )
","org <mask> junit . Assert . assertEquals ( templateEngine , blade . templateEngine ( ) <mask>"
"org . junit . Assert . assertEquals ( """" , result )
","org . junit <mask> Assert . assertEquals ( """" , <mask> )"
"org . junit . Assert . assertEquals ( org . openkilda . messaging . command . Constants . outputPort , org . openkilda . messaging . command . flow . BaseInstallFlowTest . flow . getOutputPort ( ) . intValue ( ) )
","org . junit . Assert . assertEquals <mask> org . openkilda . messaging . command . Constants . outputPort , org . <mask> . messaging . command . flow . BaseInstallFlowTest . flow <mask> getOutputPort <mask> <mask> . <mask> <mask> ) )"
"org . junit . Assert . assertNull ( batch . getTenantId ( ) )
",org . junit . Assert . assertNull ( <mask> <mask> getTenantId ( ) )
"org . junit . Assert . assertEquals ( null , actualNativeClient . proxy ( ) )
","org . junit . Assert . assertEquals <mask> null , <mask> . proxy ( ) <mask>"
"org . junit . Assert . assertEquals ( new aima . core . util . datastructure . XYLocation ( 5 , 5 ) , env . getCurrentLocationFor ( a ) )
","org <mask> junit . Assert . assertEquals ( new aima . core . util <mask> datastructure . <mask> ( 5 , <mask> ) , env . getCurrentLocationFor ( a ) )"
"org . junit . Assert . assertTrue ( ( ki4soKey == result ) )
",org . <mask> . Assert . assertTrue ( ( <mask> == result ) )
"org . junit . Assert . assertEquals ( expectedQueryParams , sQuery )
",org . junit . Assert <mask> assertEquals ( expectedQueryParams <mask> sQuery )
"org . junit . Assert . assertTrue ( isModified )
",org . junit . Assert <mask> <mask> ( isModified )
"org . junit . Assert . assertEquals ( 0 , result . size ( ) )
","<mask> . junit . Assert . assertEquals ( <mask> , result . size ( <mask> )"
"org . junit . Assert . assertTrue ( berichtEntiteits . isEmpty ( ) )
",org . junit . Assert . assertTrue ( <mask> <mask> isEmpty ( ) )
"org . junit . Assert . assertEquals ( ""C"" , e . getSymbol ( ) )
","org . <mask> . Assert . assertEquals ( ""C"" , e <mask> getSymbol ( ) <mask>"
"org . junit . Assert . assertArrayEquals ( adjustments [ 1 ] , new int [ ] { 12 } )
","<mask> . junit . Assert . assertArrayEquals ( adjustments [ 1 ] , new <mask> [ ] <mask> 12 } )"
"org . junit . Assert . assertThat ( result , org . hamcrest . Matchers . equalTo ( false ) )
","org . <mask> . Assert . assertThat ( result , org . <mask> . Matchers . equalTo <mask> false ) <mask>"
"org . junit . Assert . assertFalse ( user . getTodoLists ( ) . contains ( todoList ) )
",<mask> <mask> junit . Assert . assertFalse ( user . <mask> ( ) . contains ( todoList ) )
"org . junit . Assert . assertEquals ( original , read )
","org . <mask> . Assert <mask> assertEquals ( original , read )"
"org . junit . Assert . assertEquals ( expected , actual )
","org . <mask> . Assert . assertEquals ( <mask> , actual )"
"org . junit . Assert . assertEquals ( ""/project/view"" , view )
","org <mask> junit . Assert . assertEquals <mask> ""/project/view"" , view )"
"org . junit . Assert . assertNull ( output )
",org . junit . <mask> . assertNull ( output <mask>
"org . junit . Assert . assertFalse ( constraint . fulfilled ( iContext ) )
",<mask> . junit . <mask> . assertFalse ( constraint . <mask> ( iContext ) )
"org . junit . Assert . assertEquals ( file0 , file1 )
","org <mask> <mask> . Assert . assertEquals ( file0 , file1 )"
"org . junit . Assert . assertNull ( msg )
",org . junit . <mask> . assertNull ( msg <mask>
"org . junit . Assert . assertFalse ( success )
",org . <mask> <mask> Assert . assertFalse ( success )
"org . junit . Assert . assertNull ( role )
",org <mask> junit . Assert <mask> assertNull ( role )
"org . junit . Assert . assertFalse ( serverPushActivationTracker . isActive ( ) )
",org . junit . <mask> . <mask> ( serverPushActivationTracker . isActive ( ) )
"org . junit . Assert . assertEquals ( 3 , n )
","org <mask> junit <mask> Assert . assertEquals ( 3 , n )"
"org . junit . Assert . assertEquals ( ( ( byte ) ( 65 ) ) , entity . getByteField ( ) )
","<mask> . junit <mask> Assert . <mask> ( ( ( byte ) ( 65 ) <mask> , entity . getByteField ( ) )"
"org . junit . Assert . assertTrue ( result )
",org <mask> junit . Assert . <mask> ( result )
"org . junit . Assert . assertFalse ( x . equals ( y ) )
",org . <mask> . Assert . assertFalse ( x . <mask> ( <mask> ) )
"org . junit . Assert . assertEquals ( """" , one . getName ( ) )
","org . junit . <mask> . assertEquals ( """" , <mask> . getName ( <mask> )"
"org . junit . Assert . assertEquals ( 1 , handler . getCalledTimes ( ) )
","org . junit . <mask> . <mask> ( 1 , handler . getCalledTimes <mask> ) )"
"org . junit . Assert . assertFalse ( filter . isActive ( ) )
",org . junit . Assert . <mask> ( <mask> . isActive ( ) )
"org . junit . Assert . assertNull ( converter . toDouble ( null ) )
",org . junit . Assert <mask> <mask> ( <mask> . toDouble ( null ) )
"org . junit . Assert . assertEquals ( 0 , methodCalled . size ( ) )
",org . junit . Assert . assertEquals ( 0 <mask> methodCalled . size <mask> ) <mask>
"org . junit . Assert . assertEquals ( plugin . editingCol ( ) , originalCol )
","org . junit . Assert . assertEquals ( plugin . editingCol ( ) , originalCol <mask>"
"org . junit . Assert . assertFalse ( results )
",org . <mask> . Assert <mask> assertFalse ( results )
"org . junit . Assert . assertEquals ( java . lang . Integer . valueOf ( org . osc . core . broker . util . NetworkUtil . getPrefixLength ( NetworkUtil . validNetMasks . get ( i ) ) ) , prefixLength . get ( i ) )
","org . junit . Assert . assertEquals ( java . lang . Integer . valueOf ( <mask> . osc <mask> core . broker . <mask> . <mask> . getPrefixLength ( NetworkUtil . validNetMasks . get ( i ) ) ) , prefixLength <mask> get ( <mask> <mask> <mask>"
"org . junit . Assert . assertTrue ( totalOutcome )
",org . junit <mask> Assert . <mask> ( totalOutcome )
"org . junit . Assert . assertNotNull ( signedBlob )
",org . junit <mask> Assert . assertNotNull ( signedBlob <mask>
"org . junit . Assert . assertEquals ( """" , 3.0 , callback . getValue ( ) , 0.0 )
","org . junit <mask> <mask> . assertEquals ( """" , 3.0 <mask> callback . <mask> ( ) , 0.0 )"
"org . junit . Assert . assertEquals ( 0 , meldingen . size ( ) )
","org <mask> junit . Assert <mask> <mask> ( 0 , meldingen . size ( ) )"
"org . junit . Assert . assertNull ( composite . combineFn ( ) )
",org . junit . <mask> . assertNull ( composite . combineFn ( <mask> )
"org . junit . Assert . assertEquals ( 1 , entities . size ( ) )
","<mask> . junit . Assert . assertEquals <mask> 1 , <mask> . size ( ) )"
"org . junit . Assert . assertFalse ( approximateGraphsCheck ( sampleGraph1 , read ) )
","org . junit . Assert . assertFalse ( <mask> <mask> sampleGraph1 , read ) )"
"org . junit . Assert . assertThat ( cycles . size ( ) , org . hamcrest . CoreMatchers . is ( 1 ) )
","org . junit . Assert . <mask> ( cycles . <mask> ( ) , org . hamcrest <mask> CoreMatchers <mask> is ( <mask> ) )"
"org . junit . Assert . assertEquals ( data [ ( index ++ ) ] , sortedRange )
",org . junit . Assert . assertEquals ( <mask> [ ( index ++ ) ] <mask> <mask> )
"org . junit . Assert . assertSame ( stream1 , stream2 )
","org . <mask> . Assert <mask> assertSame ( stream1 , stream2 )"
"org . junit . Assert . assertEquals ( docTitleAutorMap , testDataMap . getTitlesToAuthor ( ) )
","org . junit . Assert . assertEquals ( docTitleAutorMap , testDataMap <mask> getTitlesToAuthor <mask> <mask> )"
"org . junit . Assert . assertEquals ( random . nextBoolean ( ) , in . readValue ( ValueType . BOOLEAN ) )
","org . junit . Assert <mask> <mask> ( random . <mask> ( ) , in . readValue <mask> ValueType . BOOLEAN ) )"
"org . junit . Assert . assertEquals ( ct , parsedToken )
","org . junit . Assert . assertEquals <mask> ct , parsedToken <mask>"
"org . junit . Assert . assertNull ( channel21 . readOutbound ( ) )
",org <mask> junit . Assert . assertNull ( channel21 . readOutbound <mask> ) )
"org . junit . Assert . assertEquals ( expected , actual )
","<mask> <mask> junit . Assert . assertEquals ( expected , actual )"
"org . junit . Assert . assertEquals ( expected , actual )
","org <mask> junit . Assert . assertEquals ( expected , actual <mask>"
"org . junit . Assert . assertFalse ( createEqualInstance ( ) . equals ( new java . lang . Object ( ) ) )
",org . junit . <mask> . assertFalse ( createEqualInstance ( ) . <mask> ( new java . lang <mask> <mask> ( ) ) )
"org . junit . Assert . assertEquals ( expected , result )
","org . junit . Assert . assertEquals <mask> expected , result <mask>"
"org . junit . Assert . assertTrue ( pluginSettings . isEmpty ( ) )
",<mask> <mask> junit . Assert . assertTrue ( pluginSettings . isEmpty ( ) )
"org . junit . Assert . assertFalse ( true )
",org . junit . Assert . assertFalse <mask> true )
"org . junit . Assert . assertEquals ( i1 , i2 )
","org . junit . Assert . assertEquals <mask> i1 , i2 <mask>"
"org . junit . Assert . assertEquals ( 2 , ( ( int ) ( personName . getPersonNameId ( ) ) ) )
","org . <mask> . Assert . assertEquals <mask> 2 , ( ( <mask> ) <mask> personName . getPersonNameId ( ) ) ) )"
"org . junit . Assert . assertTrue ( gotEx )
",org . junit . Assert . <mask> ( gotEx <mask>
"org . junit . Assert . assertEquals ( StandardCharsets . UTF_8 , layout . getCharset ( ) )
","org . junit . Assert . assertEquals <mask> StandardCharsets . UTF_8 , layout . getCharset ( <mask> )"
"org . junit . Assert . assertThat ( actual . isDefined ( ) , org . hamcrest . CoreMatchers . is ( true ) )
","org . junit . Assert . assertThat ( actual <mask> isDefined ( ) , org <mask> hamcrest . <mask> <mask> is ( true ) <mask>"
"org . junit . Assert . assertTrue ( ( ( qList . size ( ) ) == ( fList . size ( ) ) ) )
",org . junit . Assert . assertTrue ( ( <mask> qList <mask> size ( ) ) == <mask> fList . <mask> ( ) ) ) )
"org . junit . Assert . assertEquals ( java . lang . String . class , dummy . getClass ( ) )
","<mask> . junit . Assert <mask> assertEquals ( java . lang <mask> String . class , dummy . <mask> ( ) )"
"org . junit . Assert . assertEquals ( expected , builder . buildContract ( ticker ) )
",org . junit . Assert . assertEquals ( expected <mask> builder . buildContract ( ticker ) <mask>
"org . junit . Assert . assertFalse ( result )
",<mask> . junit . Assert . assertFalse ( result <mask>
"org . junit . Assert . assertEquals ( source , newMessage )
","org . junit . Assert . assertEquals ( source , <mask> )"
"org . junit . Assert . assertEquals ( org . eclipse . collections . impl . list . mutable . FastList . newListWith ( ""One"" ) , result )
","org . <mask> . Assert <mask> assertEquals ( org . eclipse . collections . <mask> . list . mutable . FastList . newListWith ( ""One"" ) <mask> result <mask>"
"org . junit . Assert . assertTrue ( ( i0 == 2 ) )
",org <mask> junit . Assert . assertTrue ( ( i0 == <mask> ) )
"org . junit . Assert . assertNotNull ( attributes )
",org . junit <mask> Assert . assertNotNull ( attributes <mask>
"org . junit . Assert . assertEquals ( x , org . eclipse . jgit . lfs . lib . LongObjectId . toString ( oid ) )
","org . junit . Assert <mask> assertEquals ( x , <mask> . eclipse <mask> jgit <mask> lfs . lib . LongObjectId <mask> toString ( oid ) )"
"org . junit . Assert . assertEquals ( expected , service . getSignatureMethod ( ) )
","org <mask> junit <mask> <mask> . assertEquals ( expected , service . getSignatureMethod ( ) )"
"org . junit . Assert . assertEquals ( 7 , options . length ( ) )
",org . junit . <mask> . <mask> ( 7 <mask> options . length ( ) )
"org . junit . Assert . assertEquals ( 1 , countMapperCalls ( true ) )
",org . junit <mask> <mask> . assertEquals ( 1 <mask> countMapperCalls ( true ) )
"org . junit . Assert . assertEquals ( prods . size ( ) , prods . size ( ) )
","org . junit . Assert . assertEquals ( prods . size <mask> ) , prods <mask> <mask> <mask> ) )"
"org . junit . Assert . assertEquals ( java . lang . Integer . valueOf ( i ) , m . get ( ( 10 - i ) ) )
","org . junit . Assert . assertEquals ( java . lang <mask> Integer . valueOf <mask> i ) , m <mask> get <mask> <mask> 10 - i ) ) )"
"org . junit . Assert . assertEquals ( com . gs . collections . impl . string . immutable . CodePointListTest . UNICODE_STRING , builder . toString ( ) )
","<mask> <mask> junit . Assert . assertEquals ( com . gs . <mask> . impl <mask> string . immutable <mask> CodePointListTest . UNICODE_STRING , builder . toString <mask> ) )"
"org . junit . Assert . assertEquals ( 0 , p . size ( ) )
",org . junit . Assert . assertEquals ( 0 <mask> p . size ( ) <mask>
"org . junit . Assert . assertEquals ( 1 , overtreders . size ( ) )
",org . junit . <mask> . assertEquals ( 1 <mask> overtreders . size <mask> ) )
"org . junit . Assert . assertFalse ( p . equals ( 1 ) )
",org . junit <mask> Assert <mask> assertFalse ( p . equals ( <mask> ) )
"org . junit . Assert . assertFalse ( gp . apply ( a ) )
",org . junit . <mask> . assertFalse ( gp . <mask> ( a ) <mask>
"org . junit . Assert . assertEquals ( namespace , roundTrippedNamespace )
","<mask> . junit . Assert . assertEquals ( <mask> , roundTrippedNamespace )"
"org . junit . Assert . assertFalse ( result )
",org . junit . Assert . assertFalse <mask> result <mask>
"org . junit . Assert . assertEquals ( 0 , berichtEntiteiten . size ( ) )
","org . <mask> . Assert <mask> assertEquals ( 0 , berichtEntiteiten . size ( <mask> )"
"org . junit . Assert . assertTrue ( result . memory ( ) . exists ( ShortestPathVertexProgram . SHORTEST_PATHS ) )
",org <mask> junit <mask> Assert . assertTrue ( result . memory ( <mask> . exists <mask> ShortestPathVertexProgram . SHORTEST_PATHS ) )
"org . junit . Assert . assertFalse ( org . apache . hadoop . yarn . submarine . common . conf . SubmarineLogs . isVerbose ( ) )
",org <mask> junit . Assert <mask> assertFalse ( org . apache . hadoop . yarn . submarine . common . conf <mask> <mask> . isVerbose ( ) <mask>
"org . junit . Assert . assertEquals ( createEmbedding ( v0 , e0 , v1 , e1 , v2 , e2 , v3 , e3 ) , result . get ( 0 ) )
","org . junit . <mask> . <mask> ( createEmbedding ( v0 <mask> <mask> , v1 , e1 , v2 , e2 , v3 <mask> e3 ) , result . get <mask> 0 ) )"
"org . junit . Assert . assertEquals ( expected , actual )
","<mask> . <mask> . Assert . assertEquals ( expected , actual )"
"org . junit . Assert . assertEquals ( net . vidageek . mirror . provider . java . DefaultMirrorReflectionProvider . class , provider . getClass ( ) )
","<mask> <mask> <mask> . Assert . assertEquals ( net . vidageek . mirror . provider . java . DefaultMirrorReflectionProvider . class , provider . getClass ( <mask> <mask>"
"org . junit . Assert . assertThat ( result , empty ( ) )
","org . junit . Assert <mask> assertThat ( result , empty <mask> ) )"
"org . junit . Assert . assertThat ( entry . restore ( required , ( p ) -> true ) , org . hamcrest . Matchers . equalTo ( true ) )
","<mask> . junit . Assert . assertThat <mask> entry . restore ( required , ( p ) -> <mask> <mask> <mask> org . hamcrest . Matchers <mask> equalTo ( true ) )"
"org . junit . Assert . assertTrue ( runner . isFinished ( ) )
",org . junit . <mask> <mask> assertTrue ( runner . isFinished ( ) )
"org . junit . Assert . assertTrue ( isEqual ( distance , expected ) )
","<mask> . junit . Assert <mask> assertTrue ( isEqual ( <mask> , expected ) )"
"org . junit . Assert . assertNull ( instance . addAccessConfig ( ""nic0"" , accessConfig ) )
","org . junit . Assert . assertNull <mask> instance <mask> addAccessConfig <mask> ""nic0"" , accessConfig ) )"
"org . junit . Assert . assertArrayEquals ( expected , actual )
","org . junit . Assert <mask> assertArrayEquals ( <mask> , actual )"
"org . junit . Assert . assertEquals ( jsonLd . toString ( ) , jsonLdDeserializedString )
","org . junit . <mask> <mask> assertEquals ( jsonLd . toString ( ) , jsonLdDeserializedString )"
"org . junit . Assert . assertNull ( e . getMessage ( ) )
",org . junit . Assert . assertNull ( e . <mask> <mask> ) )
"org . junit . Assert . assertEquals ( 16 , bag . sumOfLong ( Integer :: longValue ) )
",<mask> . junit . Assert . assertEquals ( 16 <mask> bag . sumOfLong ( Integer :: longValue <mask> )
"org . junit . Assert . assertEquals ( 5 , tableModel . getRowCount ( ) )
","org <mask> junit . Assert . <mask> ( 5 , <mask> . getRowCount ( ) )"
"org . junit . Assert . assertEquals ( 3 , ret )
","org . junit . Assert <mask> assertEquals ( 3 , ret )"
"org . junit . Assert . assertEquals ( expecting , e . render ( ) )
","org . junit . Assert . assertEquals ( expecting , e . render ( ) <mask>"
"org . junit . Assert . assertEquals ( ""A"" , decoded . get ( org . apache . avro . TestReadingWritingDataInEvolvedSchemas . FIELD_A ) . toString ( ) )
","org . <mask> . Assert . <mask> ( ""A"" , decoded . get ( org . apache . avro . <mask> . FIELD_A ) <mask> toString ( ) <mask>"
"org . junit . Assert . assertTrue ( true )
",org . junit . Assert . assertTrue ( <mask> <mask>
"org . junit . Assert . assertEquals ( date2 , date )
","org . junit . Assert . <mask> ( date2 , date )"
"org . junit . Assert . assertEquals ( expected , actual )
","org . junit . Assert . assertEquals ( expected , <mask> <mask>"
"org . junit . Assert . assertEquals ( false , mandatorySubject . isEmpty ( ) )
","org <mask> junit <mask> Assert . assertEquals ( false , mandatorySubject . <mask> ( ) )"
"org . junit . Assert . assertNull ( movie )
",org . junit . <mask> . <mask> ( movie )
"org . junit . Assert . assertEquals ( com . google . common . collect . Lists . newArrayList ( 0 , null , com . querydsl . core . util . Entity . class , ""John"" ) , beanMap . values ( ) )
","org . junit . Assert . <mask> <mask> com . google <mask> common . <mask> . Lists . newArrayList <mask> 0 , null <mask> com . querydsl . <mask> . util . Entity <mask> <mask> , ""John"" ) , beanMap . values ( ) )"
"org . junit . Assert . assertEquals ( 2 , violations . size ( ) )
","org . junit . Assert . assertEquals ( 2 , violations <mask> <mask> ( ) <mask>"
"org . junit . Assert . assertTrue ( isValid )
",org . <mask> . Assert . assertTrue <mask> isValid )
"org . junit . Assert . assertTrue ( result )
",org . junit . Assert . <mask> <mask> result )
"org . junit . Assert . assertTrue ( cachedRules . contains ( dummyRule ) )
",<mask> <mask> junit . Assert . assertTrue ( cachedRules . contains ( dummyRule <mask> )
"org . junit . Assert . assertTrue ( ( ( proxyList . size ( ) ) > 1 ) )
",org . junit . Assert . <mask> ( ( ( <mask> . <mask> ( ) ) > 1 ) )
"org . junit . Assert . assertArrayEquals ( exp , de . persosim . simulator . crypto . CryptoUtil . encode ( ecPoint , refLength , CryptoUtil . ENCODING_COMPRESSED ) )
","org <mask> junit . <mask> <mask> assertArrayEquals ( exp , de . persosim <mask> <mask> . crypto . CryptoUtil <mask> encode ( ecPoint , refLength , CryptoUtil . ENCODING_COMPRESSED ) )"
"org . junit . Assert . assertThat ( actualIndices , org . hamcrest . Matchers . is ( expectedIndices ) )
","org <mask> <mask> . Assert . assertThat ( actualIndices , org . hamcrest . Matchers . is <mask> <mask> ) )"
"org . junit . Assert . assertNull ( newState )
",org . junit . <mask> . assertNull <mask> newState )
"org . junit . Assert . assertEquals ( expected , cls . getCodeBlock ( ) )
","org <mask> junit . Assert <mask> assertEquals ( expected , cls . getCodeBlock ( <mask> )"
"org . junit . Assert . assertNull ( ret )
",org <mask> <mask> . Assert . assertNull ( ret )
"org . junit . Assert . assertEquals ( ""Larry"" , person . getName ( ) )
","org . junit . Assert <mask> <mask> ( <mask> , person . getName ( ) )"
"org . junit . Assert . assertEquals ( ( end - start ) , ( 100 * ( getWaitForRatio ( ) ) ) , ( 50 * ( getWaitForRatio ( ) ) ) )
","org . junit . Assert . assertEquals ( ( end - start ) , <mask> 100 * ( getWaitForRatio ( ) ) ) , ( <mask> * ( <mask> <mask> ) ) ) <mask>"
"org . junit . Assert . assertThat ( handled , org . hamcrest . Matchers . is ( true ) )
","<mask> . junit . Assert . assertThat ( handled , org . hamcrest . Matchers . <mask> <mask> true <mask> )"
"org . junit . Assert . assertSame ( DefaultParamProcessor . INSTANCE , actual )
","org . junit <mask> Assert . assertSame ( DefaultParamProcessor . INSTANCE , <mask> )"
"org . junit . Assert . assertEquals ( expected , output . getResult ( ) )
","<mask> . junit <mask> Assert . assertEquals ( expected , output <mask> getResult ( ) )"
"org . junit . Assert . assertNotNull ( aepe )
",org <mask> junit . Assert . assertNotNull ( <mask> )
"org . junit . Assert . assertEquals ( 4 , spcs . size ( ) )
","org . junit . Assert . <mask> <mask> 4 , spcs . size ( ) )"
"org . junit . Assert . assertEquals ( d , copy )
","org . junit <mask> Assert . assertEquals ( d , copy )"
"org . junit . Assert . assertEquals ( ""test"" , echo . echo ( ""test"" ) )
","org . junit <mask> Assert . assertEquals ( ""test"" , echo <mask> echo <mask> ""test"" ) )"
"org . junit . Assert . assertNotNull ( val )
",org . junit . Assert . assertNotNull ( <mask> )
"org . junit . Assert . assertThat ( frontController . rootPackageName , org . hamcrest . CoreMatchers . is ( ""aaa"" ) )
","org . junit <mask> Assert . assertThat ( frontController . <mask> , org . hamcrest . CoreMatchers . is <mask> ""aaa"" ) )"
"org . junit . Assert . assertThat ( formatted , org . hamcrest . CoreMatchers . is ( expected ) )
","<mask> . junit . Assert . assertThat ( formatted , org <mask> hamcrest . CoreMatchers <mask> is <mask> expected ) )"
"org . junit . Assert . assertEquals ( mockJobScheduleRequest , testJobScheduleRequest )
","org . junit . <mask> <mask> assertEquals ( mockJobScheduleRequest , testJobScheduleRequest )"
"org . junit . Assert . assertNotNull ( serverDTO )
",<mask> . junit <mask> Assert . assertNotNull ( serverDTO )
"org . junit . Assert . assertThat ( randomAccessFileQueueStore . getLength ( ) , org . hamcrest . core . Is . is ( 0L ) )
","org <mask> junit . Assert . assertThat ( randomAccessFileQueueStore . <mask> ( ) , org . hamcrest . core . <mask> . is <mask> <mask> ) )"
"org . junit . Assert . assertEquals ( m , support . convert ( m ) )
","<mask> . junit . Assert <mask> assertEquals ( m , support . convert ( m ) <mask>"
"org . junit . Assert . assertEquals ( jf , new com . github . wnameless . json . flattener . JsonFlattener ( json ) )
",org . <mask> . Assert . assertEquals ( jf <mask> new com <mask> github . wnameless . json . <mask> . <mask> ( json ) )
"org . junit . Assert . assertThat ( entry . getInputStream ( ) , org . hamcrest . CoreMatchers . equalTo ( java . util . Optional . empty ( ) ) )
","org . junit . <mask> . assertThat ( entry . getInputStream ( <mask> , org . <mask> . CoreMatchers <mask> equalTo ( java . util . Optional . empty ( ) ) <mask>"
"org . junit . Assert . assertNotNull ( techProd )
",<mask> . junit . Assert . assertNotNull ( <mask> )
"org . junit . Assert . assertEquals ( 0 , crc . getCrc ( ) )
","org <mask> junit . Assert . assertEquals <mask> 0 , crc . getCrc ( ) )"
"org . junit . Assert . assertSame ( dataSetSecondTime , dataSetFirstTime )
","org . junit . Assert <mask> <mask> ( dataSetSecondTime , dataSetFirstTime )"
"org . junit . Assert . assertThat ( formatter . isStrict ( ) , org . hamcrest . CoreMatchers . is ( true ) )
","<mask> . junit . <mask> . assertThat ( formatter <mask> isStrict <mask> ) , org . hamcrest . CoreMatchers . is ( <mask> ) )"
"org . junit . Assert . assertEquals ( expected , out )
","org . junit . Assert . <mask> <mask> expected , out )"
"org . junit . Assert . assertEquals ( 1 , overtredingen . size ( ) )
","org . junit . Assert <mask> assertEquals <mask> 1 , overtredingen . size ( <mask> )"
"org . junit . Assert . assertEquals ( expResult , result )
","<mask> . junit . Assert . assertEquals <mask> expResult , result )"
"org . junit . Assert . assertThat ( supported , org . hamcrest . core . Is . is ( false ) )
","org . junit . Assert . assertThat ( <mask> , org . <mask> . core . Is <mask> is ( false ) <mask>"
"org . junit . Assert . assertNotNull ( categoryByPath )
",<mask> . junit . Assert . assertNotNull ( categoryByPath <mask>
"org . junit . Assert . assertEquals ( expected , actual )
","org . junit . Assert . assertEquals <mask> <mask> , actual )"
"org . junit . Assert . assertEquals ( 10 , value )
","org . junit . Assert . assertEquals ( <mask> , value )"
"org . junit . Assert . assertFalse ( ex . getMessage ( ) . isEmpty ( ) )
",org <mask> junit <mask> Assert . assertFalse ( ex . getMessage ( ) . isEmpty ( <mask> )
"org . junit . Assert . assertEquals ( ""New<sp>Delhi"" , countryCapitalName )
","org . junit . Assert . <mask> ( ""New<sp>Delhi"" <mask> countryCapitalName )"
"org . junit . Assert . assertArrayEquals ( expected . array ( ) , bytes )
","org <mask> junit . Assert . assertArrayEquals ( expected . array ( ) , bytes <mask>"
"org . junit . Assert . assertNotNull ( jtree )
",org . junit . Assert . assertNotNull <mask> jtree <mask>
"org . junit . Assert . assertEquals ( data , sheetData . text ( ) )
","org . junit . Assert <mask> assertEquals ( data , sheetData <mask> text ( ) )"
"org . junit . Assert . assertEquals ( expected , start . until ( end , unit ) )
","org . junit . Assert . assertEquals <mask> <mask> , start . until ( end , unit ) )"
